,Image,YOLO_inference_time,num_bbox,OODL_feat_extraction_time,OSVM_inference_time,OOD_object_present
3337,003337.png,1313.864,2.0,2772.161,0.385,1.0
3338,003338.png,1314.223,2.0,2778.753,0.364,2.0
3339,003339.png,1308.527,1.0,1424.04,0.28,0.0
3340,003340.png,1310.668,1.0,1418.286,0.284,0.0
3341,003341.png,1319.121,1.0,1420.729,0.305,0.0
3342,003342.png,1309.627,1.0,1417.022,0.281,0.0
3343,003343.png,1317.889,8.0,12136.167,0.966,0.0
3344,003344.png,1315.443,6.0,8753.582,0.723,0.0
3345,003345.png,1317.732,10.0,15469.749,1.472,0.0
3346,003346.png,1318.455,10.0,14673.29,0.884,0.0
3347,003347.png,1320.607,3.0,4139.884,0.418,1.0
3348,003348.png,1365.643,1.0,1418.945,0.302,1.0
3349,003349.png,1327.295,6.0,8229.76,0.616,0.0
3350,003350.png,1306.268,,,,0.0
3351,003351.png,1306.696,3.0,4143.34,0.461,1.0
3352,003352.png,1321.378,6.0,8193.593,0.623,1.0
3353,003353.png,1315.39,9.0,13726.987,1.428,3.0
3354,003354.png,1319.178,,,,3.0
3355,003355.png,1321.872,3.0,4137.423,0.56,3.0
3356,003356.png,1313.081,11.0,16415.342,1.744,1.0
3357,003357.png,1306.751,,,,1.0
3358,003358.png,1307.498,10.0,14787.185,0.856,0.0
3359,003359.png,1324.707,4.0,5529.226,0.616,0.0
3360,003360.png,1319.402,2.0,2723.981,0.378,0.0
3361,003361.png,1319.623,3.0,4045.364,0.467,2.0
3362,003362.png,1314.365,5.0,6846.075,0.604,0.0
3363,003363.png,1321.342,7.0,10186.939,1.681,0.0
3364,003364.png,1322.844,9.0,12991.629,0.815,0.0
3365,003365.png,1315.693,2.0,2747.947,0.404,2.0
3366,003366.png,1321.008,9.0,12952.839,0.827,3.0
3367,003367.png,1320.451,14.0,21237.867,3.517,0.0
3368,003368.png,1314.407,,,,0.0
3369,003369.png,1320.706,,,,0.0
3370,003370.png,1320.924,5.0,7133.279,0.613,0.0
3371,003371.png,1314.581,1.0,1422.617,0.276,1.0
3372,003372.png,1305.139,3.0,4107.105,0.444,2.0
3373,003373.png,1314.512,4.0,5572.968,0.554,0.0
3374,003374.png,1313.004,11.0,16607.32,1.633,3.0
3375,003375.png,1313.771,6.0,8201.235,0.745,0.0
3376,003376.png,1312.6,1.0,1419.379,0.308,0.0
3377,003377.png,1323.446,1.0,1432.816,0.275,0.0
3378,003378.png,1319.378,10.0,14738.076,1.092,3.0
3379,003379.png,1319.842,2.0,2837.83,0.337,1.0
3380,003380.png,1325.531,2.0,2745.225,0.352,0.0
3381,003381.png,1322.974,3.0,4118.376,0.43,1.0
3382,003382.png,1322.116,9.0,13281.762,0.876,4.0
3383,003383.png,1309.006,9.0,13757.611,0.939,1.0
3384,003384.png,1319.069,9.0,13527.204,0.961,5.0
3385,003385.png,1322.248,8.0,12188.05,0.909,1.0
3386,003386.png,1315.132,7.0,10361.143,0.828,0.0
3387,003387.png,1303.847,,,,0.0
3388,003388.png,1307.096,6.0,8285.747,0.632,0.0
3389,003389.png,1316.193,2.0,2766.591,1.155,1.0
3390,003390.png,1321.137,16.0,25263.556,1.819,0.0
3391,003391.png,1324.911,5.0,6931.673,0.551,0.0
3392,003392.png,1309.547,4.0,5451.859,0.67,0.0
3393,003393.png,1310.3,2.0,2736.715,0.369,0.0
3394,003394.png,1309.89,,,,0.0
3395,003395.png,1327.88,,,,0.0
3396,003396.png,1308.686,1.0,1402.966,0.281,0.0
3397,003397.png,1333.996,3.0,4082.396,0.444,1.0
3398,003398.png,1319.713,5.0,6844.097,0.555,4.0
3399,003399.png,1321.413,4.0,5510.759,0.648,2.0
3400,003400.png,1325.008,5.0,8136.597,0.544,0.0
3401,003401.png,1320.757,7.0,10449.738,0.698,0.0
3402,003402.png,1323.462,4.0,5565.935,0.537,0.0
3403,003403.png,1310.352,,,,0.0
3404,003404.png,1309.683,10.0,14931.594,0.953,0.0
3405,003405.png,1326.954,6.0,8281.716,0.983,0.0
3406,003406.png,1317.985,7.0,10169.393,0.828,5.0
3407,003407.png,1315.501,3.0,4107.415,0.475,2.0
3408,003408.png,1328.79,2.0,2763.667,0.416,0.0
3409,003409.png,1319.703,1.0,1427.566,0.294,1.0
3410,003410.png,1305.061,4.0,5518.209,0.478,1.0
3411,003411.png,1306.881,5.0,6878.745,0.622,0.0
3412,003412.png,1323.659,6.0,8654.498,0.869,0.0
3413,003413.png,1313.079,3.0,4132.841,0.465,1.0
3414,003414.png,1316.668,,,,1.0
3415,003415.png,1318.269,1.0,1423.706,0.284,1.0
3416,003416.png,1306.423,,,,1.0
3417,003417.png,1300.379,10.0,14848.232,1.528,0.0
3418,003418.png,1310.202,,,,0.0
3419,003419.png,1314.0,1.0,1447.192,0.302,1.0
3420,003420.png,1313.272,9.0,13253.444,1.378,0.0
3421,003421.png,1317.827,8.0,11658.605,0.794,0.0
3422,003422.png,1320.211,2.0,2767.506,0.363,2.0
3423,003423.png,1313.287,2.0,2742.769,0.386,0.0
3424,003424.png,1316.803,4.0,5463.64,0.485,2.0
3425,003425.png,1318.481,4.0,5515.983,0.487,1.0
3426,003426.png,1314.666,6.0,8690.983,0.725,0.0
3427,003427.png,1310.635,2.0,2770.215,0.358,1.0
3428,003428.png,1307.743,1.0,1426.834,0.282,0.0
3429,003429.png,1539.096,7.0,10642.888,0.72,0.0
3430,003430.png,1505.282,2.0,3163.443,0.51,1.0
3431,003431.png,1362.585,5.0,7555.669,0.978,0.0
3432,003432.png,1441.447,2.0,2794.016,0.335,1.0
3433,003433.png,1441.192,6.0,9098.773,0.671,0.0
3434,003434.png,1652.655,2.0,2826.171,0.353,0.0
3435,003435.png,1719.378,8.0,12011.385,0.754,0.0
3436,003436.png,1379.862,1.0,1435.746,0.28,1.0
3437,003437.png,1326.229,7.0,10346.084,0.827,0.0
3438,003438.png,1330.329,2.0,2804.927,0.374,1.0
3439,003439.png,1359.531,,,,1.0
3440,003440.png,1776.505,10.0,15476.186,1.722,0.0
3441,003441.png,1323.822,1.0,1453.364,0.317,0.0
3442,003442.png,1316.849,7.0,10115.001,0.807,0.0
3443,003443.png,1325.324,3.0,4106.928,0.495,0.0
3444,003444.png,1521.912,11.0,16542.265,1.507,0.0
3445,003445.png,1321.704,3.0,4125.423,0.455,1.0
3446,003446.png,1319.546,6.0,8267.808,0.593,0.0
3447,003447.png,1331.462,11.0,15893.863,1.007,0.0
3448,003448.png,1317.815,5.0,6807.034,0.548,2.0
3449,003449.png,1322.535,6.0,8269.012,0.687,2.0
3450,003450.png,1321.288,,,,2.0
3451,003451.png,1326.523,3.0,4092.023,0.623,0.0
3452,003452.png,1317.783,3.0,4075.838,0.669,1.0
3453,003453.png,1319.534,8.0,11786.994,0.748,0.0
3454,003454.png,1316.152,2.0,2813.271,0.35,1.0
3455,003455.png,1321.447,2.0,2792.554,0.352,1.0
3456,003456.png,1324.74,8.0,11799.69,0.808,0.0
3457,003457.png,1318.71,5.0,6830.969,0.571,0.0
3458,003458.png,1318.81,5.0,6832.089,0.611,0.0
3459,003459.png,1323.466,10.0,15001.437,1.054,0.0
3460,003460.png,1324.18,5.0,6902.727,0.654,0.0
3461,003461.png,1319.514,12.0,17878.885,1.182,1.0
3462,003462.png,1317.512,6.0,8181.28,0.63,0.0
3463,003463.png,1319.927,3.0,4076.042,0.444,2.0
3464,003464.png,1317.775,4.0,5471.101,0.487,0.0
3465,003465.png,1318.894,3.0,4096.815,0.423,1.0
3466,003466.png,1320.498,1.0,1409.097,0.294,0.0
3467,003467.png,1320.27,6.0,8786.678,0.62,0.0
3468,003468.png,1315.534,,,,0.0
3469,003469.png,1322.926,12.0,18609.009,2.481,0.0
3470,003470.png,1308.01,,,,0.0
3471,003471.png,1305.571,3.0,4191.649,0.463,2.0
3472,003472.png,1318.953,,,,2.0
3473,003473.png,1308.234,2.0,2754.364,0.342,0.0
3474,003474.png,1322.223,10.0,14575.158,1.038,0.0
3475,003475.png,1319.227,,,,0.0
3476,003476.png,1330.342,1.0,1453.578,0.302,1.0
3477,003477.png,1315.307,14.0,21432.43,2.52,0.0
3478,003478.png,1319.968,4.0,5521.446,0.549,1.0
3479,003479.png,1318.231,5.0,6847.493,0.548,0.0
3480,003480.png,1313.695,,,,0.0
3481,003481.png,1310.177,5.0,6795.722,0.554,0.0
3482,003482.png,1322.955,9.0,13269.675,0.821,0.0
3483,003483.png,1341.435,1.0,1445.716,0.28,0.0
3484,003484.png,1347.898,4.0,5382.875,0.541,0.0
3485,003485.png,1331.328,5.0,6791.165,0.563,0.0
3486,003486.png,1325.435,5.0,6784.549,0.562,0.0
3487,003487.png,1320.732,6.0,9043.731,0.619,0.0
3488,003488.png,1321.778,2.0,2916.583,0.381,1.0
3489,003489.png,1327.354,3.0,4642.44,0.465,1.0
3490,003490.png,1328.571,3.0,5332.576,0.51,3.0
3491,003491.png,1321.147,6.0,9289.281,1.103,0.0
3492,003492.png,1318.872,3.0,4046.658,0.408,0.0
3493,003493.png,1323.053,3.0,4113.358,0.472,2.0
3494,003494.png,1368.322,3.0,4074.15,0.459,0.0
3495,003495.png,1331.914,4.0,5388.916,0.47,0.0
3496,003496.png,1320.535,4.0,6473.657,0.755,0.0
3497,003497.png,1320.065,11.0,20006.165,3.64,0.0
3498,003498.png,1305.085,1.0,1404.886,0.296,0.0
3499,003499.png,1307.757,2.0,2736.459,0.342,0.0
3500,003500.png,1313.906,1.0,1373.138,0.297,1.0
3501,003501.png,1309.062,,,,1.0
3502,003502.png,1314.586,,,,1.0
3503,003503.png,1300.877,1.0,1381.749,0.297,0.0
3504,003504.png,1302.232,1.0,1381.724,0.286,1.0
3505,003505.png,1313.422,1.0,1377.856,0.277,1.0
3506,003506.png,1318.102,10.0,15875.519,1.143,3.0
3507,003507.png,1317.871,3.0,4192.282,0.412,1.0
3508,003508.png,1318.138,4.0,5384.052,0.527,1.0
3509,003509.png,1304.957,3.0,4006.185,0.425,3.0
3510,003510.png,1318.702,5.0,6932.225,0.582,3.0
3511,003511.png,1313.609,1.0,1407.778,0.304,0.0
3512,003512.png,1321.929,10.0,15251.178,1.388,0.0
3513,003513.png,1308.64,2.0,3027.279,0.35,2.0
3514,003514.png,1325.662,2.0,2728.073,0.382,0.0
3515,003515.png,1313.717,3.0,4113.837,0.449,0.0
3516,003516.png,1784.665,2.0,2752.307,0.375,0.0
3517,003517.png,1347.822,3.0,4117.098,0.467,3.0
3518,003518.png,1331.338,4.0,5698.986,0.54,0.0
3519,003519.png,1320.209,1.0,1404.681,0.278,1.0
3520,003520.png,1310.01,1.0,1400.076,0.291,1.0
3521,003521.png,1313.61,11.0,16873.301,2.306,2.0
3522,003522.png,1313.861,8.0,11136.711,1.015,1.0
3523,003523.png,1304.632,3.0,4076.163,0.459,0.0
3524,003524.png,1306.742,13.0,21585.379,2.773,7.0
3525,003525.png,1320.949,3.0,4089.677,0.425,3.0
3526,003526.png,1319.991,2.0,2707.026,0.368,1.0
3527,003527.png,1325.39,5.0,6836.79,0.561,2.0
3528,003528.png,1315.618,4.0,5403.849,0.485,1.0
3529,003529.png,1335.048,5.0,6726.181,0.544,1.0
3530,003530.png,1318.638,1.0,1394.891,0.438,0.0
3531,003531.png,1316.762,5.0,6742.771,0.543,0.0
3532,003532.png,1470.255,3.0,4049.691,0.463,0.0
3533,003533.png,1317.327,1.0,1376.535,0.284,0.0
3534,003534.png,1316.224,4.0,5394.98,0.477,0.0
3535,003535.png,1318.382,1.0,1382.456,0.298,1.0
3536,003536.png,1317.815,,,,1.0
3537,003537.png,1320.922,1.0,1379.541,0.274,0.0
3538,003538.png,1318.158,1.0,1372.604,0.287,0.0
3539,003539.png,1311.028,3.0,4058.651,0.408,1.0
3540,003540.png,1323.692,,,,1.0
3541,003541.png,1325.582,10.0,14321.408,0.901,2.0
3542,003542.png,1332.16,1.0,1401.112,0.291,1.0
3543,003543.png,1316.844,1.0,1377.475,0.29,1.0
3544,003544.png,1315.963,1.0,1380.969,0.273,1.0
3545,003545.png,1315.516,10.0,14403.529,1.525,1.0
3546,003546.png,1315.787,1.0,1383.706,0.298,1.0
3547,003547.png,1316.696,,,,1.0
3548,003548.png,1319.448,3.0,3991.616,0.444,2.0
3549,003549.png,1317.223,10.0,14458.44,0.888,7.0
3550,003550.png,1318.009,1.0,1402.479,0.275,0.0
3551,003551.png,1320.144,2.0,2707.204,0.343,1.0
3552,003552.png,1323.1,12.0,17944.968,1.686,0.0
3553,003553.png,1314.646,2.0,2722.286,0.337,2.0
3554,003554.png,1322.621,6.0,8168.226,0.709,0.0
3555,003555.png,1323.757,6.0,8612.554,0.686,0.0
3556,003556.png,1310.578,4.0,6377.182,0.489,0.0
3557,003557.png,1304.767,3.0,4072.015,0.431,2.0
3558,003558.png,1324.392,2.0,2740.929,0.344,0.0
3559,003559.png,1315.262,4.0,5393.564,0.496,3.0
3560,003560.png,1320.201,4.0,5394.347,0.496,1.0
3561,003561.png,1319.232,1.0,1432.23,0.29,0.0
3562,003562.png,1311.289,4.0,5756.948,0.472,0.0
3563,003563.png,1311.613,4.0,5634.507,0.54,1.0
3564,003564.png,1327.9,13.0,20110.884,3.82,0.0
3565,003565.png,1321.053,9.0,12718.642,0.832,4.0
3566,003566.png,1319.986,7.0,9384.495,0.686,0.0
3567,003567.png,1316.352,1.0,1443.179,0.3,0.0
3568,003568.png,1325.422,1.0,1387.322,0.276,1.0
3569,003569.png,1318.756,3.0,4021.13,0.449,0.0
3570,003570.png,1323.096,5.0,6706.772,0.616,0.0
3571,003571.png,1628.231,5.0,6709.816,0.615,0.0
3572,003572.png,1348.887,5.0,7480.068,0.538,3.0
3573,003573.png,1328.394,4.0,6201.492,0.485,0.0
3574,003574.png,1315.103,2.0,3563.712,0.633,0.0
3575,003575.png,1322.651,12.0,22065.178,2.353,2.0
3576,003576.png,1314.529,3.0,4144.13,0.452,1.0
3577,003577.png,1312.934,2.0,2717.421,0.374,0.0
3578,003578.png,1313.393,5.0,6768.418,0.631,4.0
3579,003579.png,1309.788,1.0,1408.964,0.365,1.0
3580,003580.png,1310.008,2.0,2710.731,0.345,1.0
3581,003581.png,1300.816,4.0,5418.534,0.481,0.0
3582,003582.png,1317.61,6.0,8467.801,0.614,5.0
3583,003583.png,1305.873,10.0,14819.776,1.444,6.0
3584,003584.png,1343.18,10.0,16961.675,1.51,0.0
3585,003585.png,1311.17,1.0,1404.619,0.297,0.0
3586,003586.png,1312.223,4.0,5393.545,0.541,2.0
3587,003587.png,1311.403,2.0,2699.757,0.337,1.0
3588,003588.png,1313.041,3.0,4044.743,0.424,1.0
3589,003589.png,1311.433,5.0,6731.433,0.544,0.0
3590,003590.png,1314.262,6.0,8390.137,0.601,0.0
3591,003591.png,1322.349,11.0,15913.552,1.832,0.0
3592,003592.png,1329.285,4.0,5381.393,0.534,4.0
3593,003593.png,1311.043,,,,4.0
3594,003594.png,1302.819,1.0,1618.311,0.284,1.0
3595,003595.png,1317.245,,,,1.0
3596,003596.png,1305.526,,,,1.0
3597,003597.png,1309.954,,,,1.0
3598,003598.png,1308.777,,,,1.0
3599,003599.png,1312.265,6.0,8934.134,0.594,0.0
3600,003600.png,1307.752,,,,0.0
3601,003601.png,1309.724,2.0,2774.917,0.381,0.0
3602,003602.png,1314.567,,,,0.0
3603,003603.png,1309.01,2.0,2738.987,0.367,1.0
3604,003604.png,1297.684,1.0,1391.776,0.273,0.0
3605,003605.png,1311.462,6.0,8777.24,0.616,2.0
3606,003606.png,1302.455,1.0,1392.385,0.276,1.0
3607,003607.png,1316.283,,,,1.0
3608,003608.png,1307.281,3.0,4053.551,0.441,0.0
3609,003609.png,1321.85,,,,0.0
3610,003610.png,1307.355,10.0,15260.5,1.592,0.0
3611,003611.png,1327.377,2.0,2703.333,0.381,1.0
3612,003612.png,1303.265,2.0,2689.972,0.384,2.0
3613,003613.png,1307.539,10.0,14159.144,0.885,0.0
3614,003614.png,1305.022,1.0,1406.766,0.287,0.0
3615,003615.png,1312.442,1.0,1374.503,0.273,0.0
3616,003616.png,1306.549,7.0,10190.828,0.715,0.0
3617,003617.png,1300.978,3.0,4044.437,0.472,0.0
3618,003618.png,1306.622,1.0,1390.027,0.284,1.0
3619,003619.png,1324.769,3.0,4032.974,0.456,1.0
3620,003620.png,1325.449,8.0,11796.091,1.333,0.0
3621,003621.png,1314.298,,,,0.0
3622,003622.png,1314.473,3.0,4087.146,0.485,0.0
3623,003623.png,1317.667,2.0,2667.671,0.374,0.0
3624,003624.png,1315.226,7.0,9919.223,0.709,0.0
3625,003625.png,1312.981,6.0,8404.544,0.618,2.0
3626,003626.png,1312.494,6.0,8408.153,0.694,5.0
3627,003627.png,1312.769,2.0,2709.476,0.378,2.0
3628,003628.png,1318.295,9.0,13116.343,1.426,2.0
3629,003629.png,1318.592,3.0,4191.621,0.506,1.0
3630,003630.png,1315.951,1.0,1375.191,0.3,1.0
3631,003631.png,1316.719,,,,1.0
3632,003632.png,1317.07,1.0,1374.592,0.27,1.0
3633,003633.png,1321.714,1.0,1372.639,0.28,1.0
3634,003634.png,1317.787,3.0,4015.642,0.407,1.0
3635,003635.png,1307.259,,,,1.0
3636,003636.png,1304.877,5.0,6706.825,0.617,0.0
3637,003637.png,1319.682,13.0,21609.569,2.67,0.0
3638,003638.png,1315.883,1.0,1446.242,0.298,0.0
3639,003639.png,1307.174,5.0,6798.054,0.557,0.0
3640,003640.png,1324.95,5.0,6709.721,0.549,1.0
3641,003641.png,1343.971,5.0,8315.205,0.577,0.0
3642,003642.png,1344.557,4.0,5469.304,0.494,0.0
3643,003643.png,1334.035,22.0,34776.41,4.762,18.0
3644,003644.png,1319.79,3.0,4051.174,0.473,2.0
3645,003645.png,1326.315,3.0,3974.343,0.411,2.0
3646,003646.png,1317.248,5.0,7468.79,1.179,0.0
3647,003647.png,1313.531,1.0,1451.462,0.328,1.0
3648,003648.png,1343.907,,,,1.0
3649,003649.png,1330.728,6.0,8565.656,0.589,5.0
3650,003650.png,1313.666,12.0,18613.554,5.113,1.0
3651,003651.png,1318.07,1.0,1458.207,0.621,0.0
3652,003652.png,1318.182,2.0,2696.984,0.371,0.0
3653,003653.png,1314.848,7.0,9921.664,0.7,1.0
3654,003654.png,1702.272,7.0,9743.451,0.687,0.0
3655,003655.png,1344.512,5.0,6822.144,0.544,0.0
3656,003656.png,1523.573,6.0,8016.566,0.601,0.0
3657,003657.png,1378.909,1.0,1388.59,0.313,0.0
3658,003658.png,1328.798,2.0,2699.962,0.343,2.0
3659,003659.png,1320.363,9.0,13824.43,1.395,0.0
3660,003660.png,1315.525,3.0,4038.967,0.442,0.0
3661,003661.png,1300.325,1.0,1449.01,0.283,0.0
3662,003662.png,1307.95,3.0,4027.945,0.421,2.0
3663,003663.png,1318.264,1.0,1379.059,0.276,1.0
3664,003664.png,1342.621,3.0,4033.633,0.402,1.0
3665,003665.png,1435.237,6.0,9564.842,0.647,3.0
3666,003666.png,1337.126,10.0,15238.051,1.398,5.0
3667,003667.png,1322.965,1.0,1491.1,0.364,1.0
3668,003668.png,1319.66,4.0,5819.825,0.995,1.0
3669,003669.png,1316.425,5.0,7597.92,0.578,0.0
3670,003670.png,1301.599,,,,0.0
3671,003671.png,1311.812,1.0,1404.802,0.286,1.0
3672,003672.png,1320.49,10.0,14834.086,1.845,2.0
3673,003673.png,1309.018,5.0,6721.505,0.545,1.0
3674,003674.png,1308.478,4.0,5367.361,0.538,0.0
3675,003675.png,1327.751,18.0,28899.421,4.122,15.0
3676,003676.png,1315.497,7.0,10636.648,0.872,0.0
3677,003677.png,1315.351,3.0,4019.262,0.463,3.0
3678,003678.png,1312.322,4.0,5342.043,0.472,0.0
3679,003679.png,1320.127,1.0,1385.568,0.29,0.0
3680,003680.png,1307.057,3.0,4029.881,0.551,0.0
3681,003681.png,1308.74,11.0,16109.022,2.526,9.0
3682,003682.png,1319.689,6.0,9398.799,0.727,0.0
3683,003683.png,1313.151,2.0,3069.891,0.352,2.0
3684,003684.png,1320.462,2.0,2736.494,0.348,0.0
3685,003685.png,1309.962,3.0,4080.915,0.445,0.0
3686,003686.png,1305.085,7.0,10063.833,0.924,0.0
3687,003687.png,1322.837,,,,0.0
3688,003688.png,1318.69,7.0,10208.529,1.543,2.0
3689,003689.png,1319.98,17.0,27167.559,2.75,0.0
3690,003690.png,1317.894,8.0,11902.759,0.756,0.0
3691,003691.png,1318.662,3.0,4634.885,1.04,3.0
3692,003692.png,1317.729,3.0,4538.888,0.439,0.0
3693,003693.png,1314.218,2.0,2731.752,0.352,2.0
3694,003694.png,1321.229,3.0,4093.532,0.459,0.0
3695,003695.png,1321.426,11.0,17114.994,2.855,0.0
3696,003696.png,1314.555,2.0,2707.943,1.423,2.0
3697,003697.png,1319.688,1.0,1389.633,0.302,1.0
3698,003698.png,1316.359,1.0,1365.305,0.297,0.0
3699,003699.png,1326.624,4.0,5360.907,0.482,2.0
3700,003700.png,1321.052,6.0,8040.547,0.612,0.0
